,DEPARTURES_PERFORMED,PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
0,0,0,2970,B6,JetBlue Airways,B6,JetBlue Airways,12051,GYE,12478,JFK,694,4
1,0,0,1574,B6,JetBlue Airways,B6,JetBlue Airways,12693,KIN,12478,JFK,699,4
2,0,0,1574,B6,JetBlue Airways,B6,JetBlue Airways,12478,JFK,12693,KIN,699,4
3,0,0,126,9K,Cape Air,9K,Cape Air,10444,AXA,15024,STT,125,5
4,0,0,126,9K,Cape Air,9K,Cape Air,15024,STT,10444,AXA,125,5
5,0,0,436,YX,Republic Airline,YX,Republic Airline,13930,ORD,16271,YYZ,673,2
6,0,0,436,YX,Republic Airline,YX,Republic Airline,16271,YYZ,13930,ORD,673,2
7,0,0,1250,B6,JetBlue Airways,B6,JetBlue Airways,10721,BOS,13605,NAS,678,3
8,0,0,126,9K,Cape Air,9K,Cape Air,10444,AXA,15024,STT,125,4
9,0,0,126,9K,Cape Air,9K,Cape Air,15024,STT,10444,AXA,125,4
10,0,0,9242,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,11433,DTW,12001,GTB,626,1
11,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10185,AEX,12001,GTB,626,1
12,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,626,1
13,0,0,9347,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12478,JFK,12001,GTB,626,1
14,0,0,9242,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,11433,DTW,12001,GTB,622,1
15,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,622,1
16,0,0,362,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,16078,YHM,12478,JFK,622,1
17,0,0,362,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12478,JFK,16078,YHM,622,1
18,0,0,9242,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,11433,DTW,12001,GTB,888,1
19,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10185,AEX,12001,GTB,888,1
20,0,0,9451,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10821,BWI,12001,GTB,888,1
21,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,888,1
22,0,0,9768,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10397,ATL,888,1
23,0,0,9242,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,11433,DTW,12001,GTB,698,1
24,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,698,1
25,0,0,9659,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,14492,RDU,12001,GTB,698,1
26,0,0,9347,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12478,JFK,12001,GTB,698,1
27,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,694,1
28,0,0,9217,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10721,BOS,12001,GTB,694,1
29,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,699,1
30,0,0,9768,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10397,ATL,12001,GTB,699,1
31,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,10185,AEX,359,1
32,0,0,9768,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10397,ATL,12001,GTB,359,1
33,0,0,1881,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,10821,BWI,10411,AUA,838,1
34,0,0,1881,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,10411,AUA,10821,BWI,838,1
35,0,0,9779,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10185,AEX,12001,GTB,614,2
36,0,0,9347,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,12001,GTB,12478,JFK,614,2
37,0,0,1646,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,14293,PUJ,10721,BOS,699,2
38,0,0,1646,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10721,BOS,14293,PUJ,699,2
39,0,0,4395,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10397,ATL,10920,CDG,339,2
40,0,0,4395,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10920,CDG,10397,ATL,339,2
41,0,0,5437,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,11193,CVG,13611,NBC,614,3
42,0,0,6240,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,13611,NBC,14533,RIV,614,3
43,0,0,251,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,16229,YVR,14057,PDX,622,3
44,0,0,6459,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,16676,NKT,10397,ATL,694,3
45,0,0,6122,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,13487,MSP,16676,NKT,694,3
46,0,0,1148,UA,United Air Lines Inc.,UA,United Air Lines Inc.,12266,IAH,13605,NAS,614,3
47,0,0,119,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,13256,MFE,13514,MTY,673,4
48,0,0,655,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,10148,ACA,13256,MFE,673,4
49,0,0,6459,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,16676,NKT,10397,ATL,687,5
50,0,0,7385,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,16218,YUM,16676,NKT,687,5
51,0,0,1096,B6,JetBlue Airways,B6,JetBlue Airways,13605,NAS,12478,JFK,678,1
52,0,0,1522,B6,JetBlue Airways,B6,JetBlue Airways,14012,PAP,12478,JFK,721,1
53,0,0,1522,B6,JetBlue Airways,B6,JetBlue Airways,12478,JFK,14012,PAP,721,1
54,1,28,838,AA,American Airlines Inc.,AA,American Airlines Inc.,16271,YYZ,13198,MCI,698,2
55,1,104,4750,AA,American Airlines Inc.,AA,American Airlines Inc.,12972,LHR,11298,DFW,627,2
56,1,143,6584,AA,American Airlines Inc.,AA,American Airlines Inc.,15258,TLV,11697,FLL,627,2
57,1,118,4750,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,12972,LHR,627,2
58,1,140,1554,AA,American Airlines Inc.,AA,American Airlines Inc.,14293,PUJ,12478,JFK,614,2
59,1,80,1552,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11052,CLO,614,2
60,1,159,746,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,14207,POP,614,2
61,1,146,1087,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,10486,BAQ,614,2
62,1,127,556,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11244,CZM,614,2
63,1,140,2213,AA,American Airlines Inc.,AA,American Airlines Inc.,13930,ORD,14838,SJO,614,2
64,1,160,1006,AA,American Airlines Inc.,AA,American Airlines Inc.,12266,IAH,14832,SJD,614,2
65,1,146,1682,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,13487,MSP,614,2
66,1,56,2213,AA,American Airlines Inc.,AA,American Airlines Inc.,14838,SJO,13930,ORD,614,2
67,1,169,746,AA,American Airlines Inc.,AA,American Airlines Inc.,14207,POP,13303,MIA,614,2
68,1,164,1087,AA,American Airlines Inc.,AA,American Airlines Inc.,10486,BAQ,13303,MIA,614,2
69,1,134,1552,AA,American Airlines Inc.,AA,American Airlines Inc.,11052,CLO,13303,MIA,614,2
70,1,43,2390,AA,American Airlines Inc.,AA,American Airlines Inc.,14832,SJD,11618,EWR,614,2
71,1,159,2184,AA,American Airlines Inc.,AA,American Airlines Inc.,14832,SJD,12264,IAD,614,2
72,1,61,2539,AA,American Airlines Inc.,AA,American Airlines Inc.,11888,GEO,12478,JFK,614,2
73,1,168,556,AA,American Airlines Inc.,AA,American Airlines Inc.,11244,CZM,13303,MIA,614,2
74,1,172,1554,AA,American Airlines Inc.,AA,American Airlines Inc.,12478,JFK,14293,PUJ,614,2
75,1,116,2539,AA,American Airlines Inc.,AA,American Airlines Inc.,12478,JFK,11888,GEO,614,2
76,1,118,1251,AA,American Airlines Inc.,AA,American Airlines Inc.,13252,MEX,14107,PHX,698,2
77,1,32,1272,AA,American Airlines Inc.,AA,American Airlines Inc.,16304,ZIH,14107,PHX,698,2
78,1,5,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,12693,KIN,14100,PHL,698,2
79,1,113,1298,AA,American Airlines Inc.,AA,American Airlines Inc.,10846,BZE,11057,CLT,698,2
80,1,120,1505,AA,American Airlines Inc.,AA,American Airlines Inc.,15513,UVF,13303,MIA,698,2
81,1,128,1298,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,10846,BZE,698,2
82,1,103,1028,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,11298,DFW,698,2
83,1,35,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,12693,KIN,698,2
84,1,53,1030,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,13605,NAS,698,2
85,1,90,1028,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,11032,CUN,698,2
86,1,118,1251,AA,American Airlines Inc.,AA,American Airlines Inc.,14107,PHX,13252,MEX,698,2
87,1,104,1272,AA,American Airlines Inc.,AA,American Airlines Inc.,14107,PHX,16304,ZIH,698,2
88,1,123,1030,AA,American Airlines Inc.,AA,American Airlines Inc.,13605,NAS,14100,PHL,698,2
89,1,138,875,AA,American Airlines Inc.,AA,American Airlines Inc.,13594,MZT,11298,DFW,694,2
90,1,81,1064,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,14153,PLS,694,2
91,1,127,1468,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,14100,PHL,694,2
92,1,131,1468,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,11032,CUN,694,2
93,1,133,875,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,13594,MZT,694,2
94,1,83,1064,AA,American Airlines Inc.,AA,American Airlines Inc.,14153,PLS,11057,CLT,694,2
95,1,147,2608,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,12986,LIM,699,2
96,1,189,531,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11032,CUN,699,2
97,1,186,2608,AA,American Airlines Inc.,AA,American Airlines Inc.,12986,LIM,13303,MIA,699,2
98,1,71,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,12693,KIN,14100,PHL,699,2
99,1,108,1612,AA,American Airlines Inc.,AA,American Airlines Inc.,15084,SXM,11057,CLT,699,2
100,1,118,1612,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,15084,SXM,699,2
101,1,118,1075,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,11244,CZM,699,2
102,1,46,1514,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,12693,KIN,699,2
103,1,0,1431,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,14677,SAL,699,2
104,1,137,1075,AA,American Airlines Inc.,AA,American Airlines Inc.,11244,CZM,11057,CLT,699,2
105,1,248,531,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,11032,CUN,627,2
106,1,130,531,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,13303,MIA,627,2
107,1,221,2659,AA,American Airlines Inc.,AA,American Airlines Inc.,11298,DFW,12051,GYE,627,2
108,1,206,4745,AA,American Airlines Inc.,AA,American Airlines Inc.,12478,JFK,11988,GRU,627,2
109,1,139,1381,AA,American Airlines Inc.,AA,American Airlines Inc.,14293,PUJ,11057,CLT,838,2
110,1,167,524,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,13180,MBJ,838,2
111,1,51,767,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,10846,BZE,838,2
112,1,113,767,AA,American Airlines Inc.,AA,American Airlines Inc.,10846,BZE,13303,MIA,838,2
113,1,159,1748,AA,American Airlines Inc.,AA,American Airlines Inc.,11057,CLT,14838,SJO,838,2
114,1,97,1748,AA,American Airlines Inc.,AA,American Airlines Inc.,14838,SJO,11057,CLT,838,2
115,1,76,2005,AA,American Airlines Inc.,AA,American Airlines Inc.,10423,AUS,14293,PUJ,838,2
116,1,66,5286,AA,American Airlines Inc.,AA,American Airlines Inc.,11625,EZE,11298,DFW,887,2
117,1,112,1911,AA,American Airlines Inc.,AA,American Airlines Inc.,10411,AUA,14100,PHL,721,2
118,1,173,1760,AA,American Airlines Inc.,AA,American Airlines Inc.,11032,CUN,14107,PHX,721,2
119,1,185,1911,AA,American Airlines Inc.,AA,American Airlines Inc.,14100,PHL,10411,AUA,721,2
120,1,183,1760,AA,American Airlines Inc.,AA,American Airlines Inc.,14107,PHX,11032,CUN,721,2
121,1,231,1506,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,10711,BOG,637,2
122,1,197,1506,AA,American Airlines Inc.,AA,American Airlines Inc.,10711,BOG,13303,MIA,637,2
123,1,272,235,AA,American Airlines Inc.,AA,American Airlines Inc.,13303,MIA,12073,HAV,889,2
124,1,272,235,AA,American Airlines Inc.,AA,American Airlines Inc.,12073,HAV,13303,MIA,889,2
125,1,59,531,MQ,Envoy Air,MQ,Envoy Air,13303,MIA,11032,CUN,673,2
126,1,64,193,MQ,Envoy Air,MQ,Envoy Air,13289,MHH,11697,FLL,673,2
127,1,187,7260,CX,Cathay Pacific Airways Ltd.,CX,Cathay Pacific Airways Ltd.,12143,HKG,12892,LAX,637,2
128,1,0,8070,CX,Cathay Pacific Airways Ltd.,CX,Cathay Pacific Airways Ltd.,12478,JFK,12143,HKG,637,2
129,1,0,5682,2KQ,Longtail Aviation Ltd.,2KQ,Longtail Aviation Ltd.,12892,LAX,12957,LGG,820,1
130,1,0,3719,2KQ,Longtail Aviation Ltd.,2KQ,Longtail Aviation Ltd.,13491,MST,12478,JFK,820,1
131,1,0,5995,2KQ,Longtail Aviation Ltd.,2KQ,Longtail Aviation Ltd.,12277,ICN,12892,LAX,820,1
132,1,4,3411,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,15167,TEB,16646,OXF,775,1
133,1,3,3411,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,16646,OXF,15167,TEB,775,1
134,1,1,2486,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,16178,YQX,11219,CXO,609,1
135,1,5,3477,2UQ,Svenskt Industriflyg AB,2UQ,Svenskt Industriflyg AB,10730,BQH,15167,TEB,658,1
136,1,158,2774,TP,Tap-Portuguese Airlines,TP,Tap-Portuguese Airlines,14051,PDL,12264,IAD,824,2
137,1,0,7102,7L,Silk Way West Airlines,7L,Silk Way West Airlines,10482,GYD,12266,IAH,820,3
138,1,4,1739,AOQ,Avon Jet AG,AOQ,Avon Jet AG,10721,BOS,15084,SXM,667,3
139,1,6,5805,AOQ,Avon Jet AG,AOQ,Avon Jet AG,11760,FRA,12892,LAX,667,3
140,1,7,4418,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13094,LTN,13898,OPF,667,3
141,1,3,4404,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13094,LTN,11697,FLL,667,3
142,1,3,4371,AOQ,Avon Jet AG,AOQ,Avon Jet AG,14027,PBI,13094,LTN,667,3
143,1,2,1522,AOQ,Avon Jet AG,AOQ,Avon Jet AG,10711,BOG,11697,FLL,667,3
144,1,6,1224,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13303,MIA,15084,SXM,775,3
145,1,4,4930,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13303,MIA,13560,MXP,775,3
146,1,4,5089,AOQ,Avon Jet AG,AOQ,Avon Jet AG,15338,TSF,13303,MIA,775,3
147,1,6,1224,AOQ,Avon Jet AG,AOQ,Avon Jet AG,15084,SXM,13303,MIA,775,3
148,1,2,3597,AOQ,Avon Jet AG,AOQ,Avon Jet AG,15167,TEB,13156,MAD,751,3
149,1,8,3084,AOQ,Avon Jet AG,AOQ,Avon Jet AG,14918,SNN,15167,TEB,751,3
150,1,2,2092,AOQ,Avon Jet AG,AOQ,Avon Jet AG,12197,HPN,11015,CIW,751,3
151,1,2,3597,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13156,MAD,15167,TEB,751,3
152,1,13,4419,AOQ,Avon Jet AG,AOQ,Avon Jet AG,13156,MAD,13898,OPF,751,3
153,1,4,5428,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,13094,LTN,15618,VNY,688,3
154,1,1,2512,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,15618,VNY,13289,MHH,688,3
155,1,3,3084,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,14918,SNN,15167,TEB,688,3
156,1,1,2229,NIQ,AVCON JET MALTA LTD,NIQ,AVCON JET MALTA LTD,12197,HPN,14210,POS,688,3
157,1,0,5091,X7,Challenge Airlines (BE) S.A.,X7,Challenge Airlines (BE) S.A.,12266,IAH,12957,LGG,818,3
158,1,0,4688,X7,Challenge Airlines (BE) S.A.,X7,Challenge Airlines (BE) S.A.,12957,LGG,13303,MIA,818,3
159,1,0,5091,X7,Challenge Airlines (BE) S.A.,X7,Challenge Airlines (BE) S.A.,12957,LGG,12266,IAH,818,3
160,1,1,763,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13252,MEX,12266,IAH,626,2
161,1,0,1907,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,10821,BWI,13252,MEX,626,2
162,1,0,3264,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,14918,SNN,10821,BWI,626,2
163,1,0,1602,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13252,MEX,11193,CVG,625,2
164,1,0,6808,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,11193,CVG,12277,ICN,819,2
165,1,0,2608,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13303,MIA,12986,LIM,819,2
166,1,0,4930,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13303,MIA,13560,MXP,819,2
167,1,0,7436,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13303,MIA,13744,NRT,819,2
168,1,0,4534,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13303,MIA,16286,ZAZ,819,2
169,1,0,1553,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13252,MEX,12892,LAX,819,2
170,1,0,1233,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16271,YYZ,13303,MIA,819,2
171,1,0,436,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16271,YYZ,13930,ORD,819,2
172,1,0,381,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,16271,YYZ,11375,DOV,819,2
173,1,0,5578,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,12892,LAX,10292,AMS,819,2
174,1,0,5659,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,14771,SFO,12277,ICN,819,2
175,1,0,4183,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,14717,SCL,14635,RSW,819,2
176,1,0,7746,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13303,MIA,12277,ICN,821,2
177,1,0,6552,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13930,ORD,12277,ICN,821,2
178,1,0,4299,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13930,ORD,12125,HHN,821,2
179,1,0,6016,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,13614,BKK,10299,ANC,821,2
180,1,0,5081,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,12143,HKG,10299,ANC,821,2
181,1,4,7334,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,15092,SYD,10299,ANC,821,2
182,1,2,4024,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,15567,VCP,13303,MIA,821,2
183,1,0,4299,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,12125,HHN,13930,ORD,821,2
184,1,0,6906,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,12478,JFK,12277,ICN,819,2
185,1,0,5653,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,13694,NGO,12892,LAX,819,2
186,1,0,6552,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,13930,ORD,12277,ICN,821,2
187,1,54,678,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,13487,MSP,16271,YYZ,631,3
188,1,69,357,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,12953,LGA,16271,YYZ,631,3
189,1,61,226,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11534,ELH,13303,MIA,638,3
190,1,66,5487,SK,Scandinavian Airlines Sys.,SK,Scandinavian Airlines Sys.,14771,SFO,11118,CPH,359,3
191,1,146,3867,SK,Scandinavian Airlines Sys.,SK,Scandinavian Airlines Sys.,11118,CPH,11618,EWR,699,3
192,1,107,3930,SK,Scandinavian Airlines Sys.,SK,Scandinavian Airlines Sys.,11618,EWR,10357,ARN,699,3
193,1,0,4882,LDQ,Sparfell Luftfahrt GmbH,LDQ,Sparfell Luftfahrt GmbH,13898,OPF,15022,STR,688,3
194,1,3,3958,LDQ,Sparfell Luftfahrt GmbH,LDQ,Sparfell Luftfahrt GmbH,13047,LPA,13898,OPF,688,3
195,1,6,3462,LDQ,Sparfell Luftfahrt GmbH,LDQ,Sparfell Luftfahrt GmbH,13952,OSL,10785,BTV,750,3
196,1,0,4053,LDQ,Sparfell Luftfahrt GmbH,LDQ,Sparfell Luftfahrt GmbH,10785,BTV,12824,KTW,750,3
197,1,0,3966,02Q,Titan Airways,02Q,Titan Airways,15018,STN,13930,ORD,687,3
198,1,0,5459,02Q,Titan Airways,02Q,Titan Airways,12892,LAX,15018,STN,721,3
199,1,44,4167,02Q,Titan Airways,02Q,Titan Airways,12892,LAX,12986,LIM,721,3
200,1,13,3696,02Q,Titan Airways,02Q,Titan Airways,15018,STN,12264,IAD,721,3
201,1,0,4791,02Q,Titan Airways,02Q,Titan Airways,15018,STN,10559,BFI,721,3
202,1,13,3696,02Q,Titan Airways,02Q,Titan Airways,12264,IAD,15018,STN,721,3
203,1,48,3947,02Q,Titan Airways,02Q,Titan Airways,10575,BGI,12892,LAX,721,3
204,1,0,4207,AD,Azul Linhas Aereas Brazileiras S A,AD,Azul Linhas Aereas Brazileiras S A,15567,VCP,13204,MCO,696,3
205,1,0,4614,CC,Air Atlanta Icelandic,CC,Air Atlanta Icelandic,10397,ATL,11760,FRA,820,3
206,1,0,4838,CC,Air Atlanta Icelandic,CC,Air Atlanta Icelandic,12101,HEL,10397,ATL,820,3
207,1,0,4332,CC,Air Atlanta Icelandic,CC,Air Atlanta Icelandic,12125,HHN,14512,RFD,820,3
208,1,0,3799,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,12277,ICN,10299,ANC,819,3
209,1,0,5995,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,12892,LAX,12277,ICN,821,3
210,1,0,3799,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,10299,ANC,12277,ICN,637,3
211,1,0,7746,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,12277,ICN,13303,MIA,637,3
212,1,0,3799,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,10299,ANC,12277,ICN,683,3
213,1,0,5995,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,12892,LAX,12277,ICN,819,3
214,1,0,6841,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,11298,DFW,12277,ICN,819,3
215,1,0,1447,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,16042,YEG,10299,ANC,821,3
216,1,0,3680,KE,Korean Air Lines Co. Ltd.,KE,Korean Air Lines Co. Ltd.,10299,ANC,12699,KIX,821,3
217,1,39,68,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,10792,BUF,16271,YYZ,530,3
218,1,138,1329,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16306,ZLO,12892,LAX,614,3
219,1,153,1029,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,13095,LTO,14771,SFO,614,3
220,1,158,2028,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14679,SAN,11032,CUN,614,3
221,1,122,2028,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,11032,CUN,14679,SAN,614,3
222,1,88,2634,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,11032,CUN,14057,PDX,614,3
223,1,87,1329,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,16306,ZLO,614,3
224,1,148,1029,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14771,SFO,13095,LTO,614,3
225,1,146,1029,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,13095,LTO,14771,SFO,888,3
226,1,150,1874,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14771,SFO,16304,ZIH,888,3
227,1,162,1029,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14771,SFO,13095,LTO,888,3
228,1,101,1109,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14312,PVR,14679,SAN,634,3
229,1,169,1218,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14312,PVR,12892,LAX,634,3
230,1,166,1109,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14679,SAN,14312,PVR,634,3
231,1,176,1218,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,14312,PVR,634,3
232,1,135,1307,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,11874,GDL,634,3
233,1,155,911,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,14832,SJD,634,3
234,1,176,1874,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14771,SFO,16304,ZIH,634,3
235,1,163,1307,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,11874,GDL,12892,LAX,634,3
236,1,144,911,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14832,SJD,12892,LAX,634,3
237,1,163,1553,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,13796,OAK,14312,PVR,888,3
238,1,0,911,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,12892,LAX,14832,SJD,888,3
239,1,0,1554,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14771,SFO,14312,PVR,888,3
240,1,171,1279,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,14832,SJD,14893,SMF,888,3
241,1,114,4166,KL,Klm Royal Dutch Airlines,KL,Klm Royal Dutch Airlines,13487,MSP,10292,AMS,696,3
242,1,241,4166,KL,Klm Royal Dutch Airlines,KL,Klm Royal Dutch Airlines,10292,AMS,13487,MSP,696,3
